"Protein"	"Organism"	"AA_1.Intensity"	"AA_2.Intensity"	"AA_3.Intensity"	"AB_1.Intensity"	"AB_2.Intensity"	"AG_1.Intensity"	"AG_2.Intensity"	"BA_1.Intensity"	"BA_2.Intensity"	"BA_3.Intensity"	"BB_2.Intensity"	"BB_3.Intensity"	"BG_1.Intensity"	"BG_2.Intensity"
"sp|O14497|ARI1A_HUMAN"	"HUMAN"	6924545	7805419.5	7277366	7500813.5	7249637.5	7280750	7406697	8644022	8075442.5	8039851	7620015.5	7853424.5	7268844	7894080
"sp|O14508|SOCS2_HUMAN"	"HUMAN"	147730.25	183446.4	213897.6	193586.45	196700.92	200951.31	137259.97	197399.8	252128.5	184292.53	133519.08	191310.27	245244.39	196707.81
"sp|O14519|CDKA1_HUMAN"	"HUMAN"	88339.55	163071.34	128560.03	153400.6	175534.69	162195.6	153644.69	203453.94	186640.03	64317.973	102736.4	169302.5	172433.66	169868.66
"sp|O14523|C2C2L_HUMAN"	"HUMAN"	17867.742	12742.416	77647.84	14563.953	13716.523	0	39667.797	16192.34	0	9438.325	16967.832	38994.125	11849.697	51439.64
"sp|O14526|FCHO1_HUMAN"	"HUMAN"	1339357.8	1545168.8	1724472.2	1599424.9	1771529.8	1705272.5	1463914.5	1557174.4	1436650.8	1421315	1536107.9	1791083.2	1608256.4	1592559.8
"sp|O14530|TXND9_HUMAN"	"HUMAN"	2139206	1973941.2	2099057.2	2129571.8	2158754	2016453	2087322.9	2349083.2	2089540.5	2338881.5	2162547.5	2170340	2051141.6	2308988.2
"sp|O14545|TRAD1_HUMAN"	"HUMAN"	2620662.8	2678836	2163591	2350386	2260669	2321860.2	2103626	2603029.8	2441188.5	2632255.8	2021117.6	2029100.5	2311336	2304482
"sp|O14548|COX7R_HUMAN"	"HUMAN"	43293.008	96840.89	0	0	59888.81	80482.34	0	158276.47	105301.14	228331.56	0	103674.26	0	102532.58
"sp|O14561|ACPM_HUMAN"	"HUMAN"	5609512.5	5562827.5	5981903.5	5327122.5	5400744	5167050.5	5578931.5	6116962	5899309	6365487.5	5613329.5	5497834.5	5732122	6116366
"sp|O14562|UBFD1_HUMAN"	"HUMAN"	336133.75	421065.16	388278.56	491518.25	392589.7	488314.16	184891.61	605161.7	737730.7	666807.25	113313.89	390675.8	641077.4	545229
"sp|O14578|CTRO_HUMAN"	"HUMAN"	1380001.2	1659334.4	770565.1	1425040.6	1363327.8	1454449.8	1485678.8	1519248.8	1592003	1537676	1152804.9	1180904.5	1232704.8	1408932.8
"sp|O14579|COPE_HUMAN"	"HUMAN"	6705956.5	6897629.5	6863710	6910982.5	6545096	6903423	7023643.5	7064326	7235336.5	6974996	6741996.5	6910315	6958871.5	7064023
"sp|O14617|AP3D1_HUMAN"	"HUMAN"	1887191.4	1921072.5	1858119.2	2006961.2	2058645.4	1822482.2	2243923	1625173.1	1819120.9	2081438.1	1748623.4	2300725.8	1897994.1	2115121
"sp|O14618|CCS_HUMAN"	"HUMAN"	1799520.5	2435106	2695435	2020982	2418979.2	2170846.2	208013.38	2417263.8	2447795.8	2435786.5	2373109	2064104.9	2311892.2	1985513.5
"sp|O14628|ZN195_HUMAN"	"HUMAN"	288860.7	370133.5	408889.97	362760.75	366273.72	348476.22	324295.72	44987.73	170944.11	0	288271.47	262777.56	0	0
"sp|O14640|DVL1_HUMAN"	"HUMAN"	39609.39	33374.895	31564.008	32991.055	34288.566	0	33049.46	66704.734	21374.166	25053.26	32003.99	35911.55	15067.229	36373.863
"sp|O14641|DVL2_HUMAN"	"HUMAN"	775336.5	687980.94	524612.8	542878.1	530107.75	781842.5	898246.56	698542.1	584089.25	1028413.9	869651	931564.5	633647.5	866362.3
"sp|O14646|CHD1_HUMAN"	"HUMAN"	3280410.2	2908926.2	2969449	3047858.2	3100084	3188811.8	3053853.8	3262722	3614211.5	3374758	3237158.2	3019968	3503268.2	3218264
"sp|O14647|CHD2_HUMAN"	"HUMAN"	470924.34	380750.22	475950.72	256763.53	424599.84	424935.62	485911.28	302826.16	470606.7	392323.97	356816.25	402553.4	363930.16	398539.4
"sp|O14653|GOSR2_HUMAN"	"HUMAN"	250134.17	245523	98497.805	157341.16	200113.06	263934.7	104228.43	254271.94	307847.38	274370.16	241950.69	250160.22	305047	265177.5
"sp|O14656|TOR1A_HUMAN"	"HUMAN"	197805.86	177281.94	224793.17	176680.98	0	276986.94	238276.2	0	0	174522.84	215893.6	0	139763.3	2211199.8
"sp|O14657|TOR1B_HUMAN"	"HUMAN"	223431.03	118996.36	188253.69	134845.44	68209.28	155244.78	149298.94	399629.7	325459.1	179368.28	242128.94	209478.83	164088.69	335556.94
"sp|O14662|STX16_HUMAN"	"HUMAN"	106769.83	196272.69	146649.34	206949.4	128245.03	144542.77	91336.83	269706.78	137526.84	214054.78	176377.3	238271.25	211731.92	252184.4
"sp|O14672|ADA10_HUMAN"	"HUMAN"	48409.72	89725.83	85330.21	47672.984	0	0	0	49735.094	286326.5	46577.62	277905.9	100454.44	48752.54	344815.44
"sp|O14686|KMT2D_HUMAN"	"HUMAN"	938690.3	729275.06	933855.2	826339.3	974753.2	1038481.3	978732.44	864660.7	1146753.9	1220297.9	1120215.6	920623.25	1313532.2	817513.2
"sp|O14713|ITBP1_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	49600.16	19552.398	21164.78	0	0	16775.062
"sp|O14715|RGPD8_HUMAN"	"HUMAN"	0	0	45531.535	0	46353.15	0	0	0	0	63208.703	0	0	40411.594	34653.016
"sp|O14717|TRDMT_HUMAN"	"HUMAN"	0	0	0	0	27442.746	0	50343.195	0	0	0	0	0	0	40125.074
"sp|O14727|APAF_HUMAN"	"HUMAN"	0	97633.266	222540.1	52997.64	0	19084.334	37555.242	0	93581.99	53137.42	236745.31	55018.04	0	95350.58
"sp|O14730|RIOK3_HUMAN"	"HUMAN"	550873.1	479242.12	424922.1	552901.56	2262355.5	571889.25	547455.8	646700.1	582554.56	555475.9	563850.94	475577.4	511686.44	566353.44
"sp|O14733|MP2K7_HUMAN"	"HUMAN"	240409.05	359677.97	295359.53	376345.38	369479	373546.25	364869.3	443572	346349.44	420074.9	405161.84	355078.53	387044.44	449915.03
"sp|O14737|PDCD5_HUMAN"	"HUMAN"	3215792	2905551	3362195.8	3244048.2	3263091.5	3227606	3322803.2	3678059.2	3630708.2	3575184	3598705.2	3569125.2	3492278.8	3497851.5
"sp|O14744|ANM5_HUMAN"	"HUMAN"	10228391	10162381	10631203	10236916	10606920	10506336	11132557	11795724	11099265	11773462	11583843	11116435	10100280	10815368
"sp|O14745|NHRF1_HUMAN"	"HUMAN"	2238011	1884360.2	1927100.9	2424657.5	2073494.8	2305919	1999424.1	2039362.4	2168544.8	1829609.4	2449131.8	2476189.8	2505078.2	2645155.5
"sp|O14757|CHK1_HUMAN"	"HUMAN"	946666.9	836158.1	846670.9	816513.5	755940.1	948173.25	844865	1064512.8	975213.9	1019379	903360.4	906929.6	786155.06	916970.3
"sp|O14763|TR10B_HUMAN"	"HUMAN"	0	0	25732.229	0	0	0	36732.816	0	0	0	0	0	0	0
"sp|O14770|MEIS2_HUMAN"	"HUMAN"	394077.75	816814.25	920360.8	809514	814717.44	905245.2	857595.6	330039	410848.12	879270.2	351039.62	340428.25	310025.12	634116.4
"sp|O14772|FPGT_HUMAN"	"HUMAN"	154470.12	127005.12	217022.08	119100.48	351220	307237.38	112951.94	140789.38	171117.52	179115.38	234610.97	186384.03	371867.75	228137.94
"sp|O14773|TPP1_HUMAN"	"HUMAN"	1786144.6	1632663.8	1885029.5	2017793.4	2079202.2	1919803.8	1617373.6	1924806	2128031.2	2120485.2	2234269.2	2022470.1	2213774	2351809.2
"sp|O14776|TCRG1_HUMAN"	"HUMAN"	8024176.5	8046827.5	7124592	8403521	7552011	7595925	7522270.5	9179511	8381924	9154418	8222073.5	7746924	8333543	8513340
"sp|O14777|NDC80_HUMAN"	"HUMAN"	616843.25	1240232.6	1167662.1	1345275	1171949	1333856.4	1024756.56	1215198.5	1080140.2	1067247	1015624.9	983910.9	657690.5	958539.7
"sp|O14787|TNPO2_HUMAN"	"HUMAN"	2572750.8	2547989.2	1906556.5	2956593.8	2431889.8	2665595.8	2401707.5	2600991.5	2459076.2	2156225	2571002	1949961	2540023	2429227.8
"sp|O14802|RPC1_HUMAN"	"HUMAN"	1898924.8	2406530.5	1988681.5	1897709.5	2071873.8	2113542.5	1911603.8	2267320.2	2068946	2233204.5	1723517.6	2214156.5	2835722.5	2417343.8
"sp|O14810|CPLX1_HUMAN"	"HUMAN"	34804.375	0	0	0	0	0	0	0	0	0	26881.889	0	0	0
"sp|O14818|PSA7_HUMAN"	"HUMAN"	8039356	8068254	9041234	10380567	7938521	8234701.5	8168107	10742403	8614966	7981137	9574729	9746702	9924863	9616081
"sp|O14828|SCAM3_HUMAN"	"HUMAN"	1843984.9	1239428.9	1268573.6	1565778.8	1230459	918384.3	1117464.4	1791988.8	1795485.2	1985044.2	1481961.6	1952411.5	1597074.4	1621609
"sp|O14841|OPLA_HUMAN"	"HUMAN"	1697121.9	1565916.6	1667329.9	1882175.2	2653907.5	1921440.6	2630687.5	2181526	2472875.2	2970482.5	2113765.5	2664623.2	3121741	2177315.2
"sp|O14867|BACH1_HUMAN"	"HUMAN"	34552.125	0	0	35030.645	0	28188.207	28200.244	23018.902	72104.52	21356.2	0	0	20380.086	0
"sp|O14874|BCKD_HUMAN"	"HUMAN"	70811.86	124206.88	104114.42	132181.5	54302.074	119953.28	109576.94	59219.918	44514.594	121493.25	56178.887	50213.332	110851.69	48393.957
"sp|O14880|MGST3_HUMAN"	"HUMAN"	1306375.5	1356321.5	1324378.8	1296511.9	1182088	1214009.5	1336081.5	907787.6	1201874.2	1235478	1120169.9	1060356.1	1066440.5	1173165.4
"sp|O14893|GEMI2_HUMAN"	"HUMAN"	265422.66	246372.28	222697.14	327112.75	230822.94	349925.97	305937.84	468492.8	370731.22	242904.17	290817.94	270996.38	325697.1	220677.62
"sp|O14907|TX1B3_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	157565.98	162927.58	158779.95	177316.03	162901.84	174521.67	171329.23
"sp|O14908|GIPC1_HUMAN"	"HUMAN"	1102256.4	1265918	1176097.6	1193623.4	1492795.9	1399271.6	1265234.9	1463570.5	1583960.1	1373864.9	1386993	1265938.6	1584809.5	1318549.1
"sp|O14920|IKKB_HUMAN"	"HUMAN"	640091.75	525736	280155.9	464084.84	405355.84	266444.5	198761.1	464010.6	381719.28	262363.53	394609.53	513383.34	446141.34	604994.7
"sp|O14925|TIM23_HUMAN"	"HUMAN"	1223542.9	1079622.5	1277105.4	1394766.5	1031249	1356671.5	1188878.6	1330010.1	1487802.5	1498850.6	1368567.2	1134042.2	1301032.2	1281564.6
"sp|O14929|HAT1_HUMAN"	"HUMAN"	10145164	10188050	10979483	9977933	9855795	9837486	10085245	12769788	12138506	11545635	11309696	11431190	11458395	10901781
"sp|O14933|UB2L6_HUMAN"	"HUMAN"	52436.15	21662.197	43448.57	15764.81	22642.926	0	19847.36	40102.094	24107.465	19847.676	0	45440.836	0	24229.26
"sp|O14949|QCR8_HUMAN"	"HUMAN"	265380.47	290957.28	272394.12	305450.66	286275.44	270657.16	276187.8	175909.92	277811.28	282648.56	245856.86	252557.08	279759.97	270761.4
"sp|O14950|ML12B_HUMAN"	"HUMAN"	3208110	3390331.8	3601262.8	3436538.5	3154498.5	3282249.5	2891587	4018093	3704267	3353232.2	3148118	3509683.8	3442135.8	3326780
"sp|O14957|QCR10_HUMAN"	"HUMAN"	608661.75	670592.25	747511.8	585998.7	723284.56	692164.3	702575.75	621523.5	663478.4	764356.1	692987.8	707320.75	641495.6	701011.75
"sp|O14964|HGS_HUMAN"	"HUMAN"	1796805.5	2021703.6	1719214.4	2201057	1663163.6	1870767.6	2008479.5	1729911.6	1845219.1	1828227	2242538.8	1907012.4	1953569.6	2006582.1
"sp|O14965|AURKA_HUMAN"	"HUMAN"	738178.4	880148.5	1019112.3	1072338.9	794419.1	1164742	1009038.3	945385	905456.06	965280.6	960663.7	835550.5	942618.56	1012003.9
"sp|O14972|VP26C_HUMAN"	"HUMAN"	235259.6	187668.86	250038.58	111189.33	219594.61	287075.5	72201.12	275884.88	249673.25	282072.44	256365.48	286959.7	215470.17	209336.81
"sp|O14974|MYPT1_HUMAN"	"HUMAN"	2096751.4	2422549.8	2614919.8	2203467.2	2482731.5	2220125.8	2157269.5	2149680.2	2236468.2	2751801	2370669.2	2412651	2268595.8	2553471.8
"sp|O14976|GAK_HUMAN"	"HUMAN"	1213969.6	941050.8	1187699.8	997112.2	710395.2	805976.6	1016092.25	1006265.94	1238333.1	754532.7	886481.7	1122818.9	888517	1103142.5
"sp|O14979|HNRDL_HUMAN"	"HUMAN"	10419273	12402412	12479869	10739766	11346855	11260993	11964930	12787776	12794005	13653332	11911275	11422938	11021046	12029447
"sp|O14980|XPO1_HUMAN"	"HUMAN"	35004416	35744156	34168300	37213588	34024684	36040428	34278812	37885772	38731576	35718976	34920196	35049324	37312720	37862412
"sp|O14981|BTAF1_HUMAN"	"HUMAN"	979199.1	787758.75	883512.75	934721	847093.9	961993.75	1092038.1	868027.7	748250.94	953371.44	963381.25	866452.8	842176.75	786829.56
"sp|O15014|ZN609_HUMAN"	"HUMAN"	581958.5	770929.94	883337.44	789463.56	800735.8	845140.94	881386.25	621687.3	804304.8	770081.5	685480.5	663416.25	779297.2	781818.1
"sp|O15015|ZN646_HUMAN"	"HUMAN"	17987.068	0	56357.965	89330.34	53827.86	76389.08	37463.27	46879.67	36304.645	30982.42	0	0	37030.87	80515.16
"sp|O15020|SPTN2_HUMAN"	"HUMAN"	1705846	1964831	2018425.2	1853597.2	2256101	2280691.8	2234550	1875843.6	1669546	1755904.1	1768305.8	1844976.8	1893128.2	2072848.4
"sp|O15027|SC16A_HUMAN"	"HUMAN"	3703480.2	3838829	3735183.5	3826604.5	3103290	4206496.5	3863793.2	4341492	4390572	4545150	4168783	4374234.5	4344735.5	4088712.2
"sp|O15031|PLXB2_HUMAN"	"HUMAN"	54067.344	87530.78	107500.945	110998.445	42684.39	187231.55	106706.57	159172.33	499759.3	63406.52	642793.06	265312.25	207004.02	234122.1
"sp|O15037|KHNYN_HUMAN"	"HUMAN"	0	0	42495.496	0	0	0	0	0	0	84234.07	69357.53	103878.93	101310.13	96111.58
"sp|O15042|SR140_HUMAN"	"HUMAN"	7481115.5	7579694.5	7953945	7870559.5	6740507.5	8195753.5	7889379.5	8535744	8699363	8450909	8400437	8028831.5	8245453.5	8300340
"sp|O15047|SET1A_HUMAN"	"HUMAN"	851313.5	944858.3	959635.25	876000.06	827176.9	848964.4	464522.88	941961.44	833826.06	1002602.2	762795.7	668475.75	1105544.6	786082.3
"sp|O15054|KDM6B_HUMAN"	"HUMAN"	0	0	90818.62	0	142264.86	0	0	70700.74	102028.76	99657.15	75551.95	0	105407.63	0
"sp|O15056|SYNJ2_HUMAN"	"HUMAN"	0	0	21535.307	58724.516	55153.254	72228.03	76823.94	0	0	0	0	0	0	0
"sp|O15062|ZBTB5_HUMAN"	"HUMAN"	31989.332	3132.9185	0	21153.928	0	35882.863	26537.15	25550.285	0	21030.895	2300.0208	25035.127	38172.312	51174.195
"sp|O15063|GRRE1_HUMAN"	"HUMAN"	0	0	0	0	0	12783.333	13459.882	21282.148	108152.67	0	0	78964.49	0	0
"sp|O15066|KIF3B_HUMAN"	"HUMAN"	87398.75	85765.164	135276.72	52408.168	64998.676	43222.03	94191.875	34309.605	0	94052.125	0	41297.375	118494.75	51222.2
"sp|O15067|PUR4_HUMAN"	"HUMAN"	15920291	15837364	15625750	15510367	16058249	16243932	15841755	16337926	16874130	16570449	16390970	15854359	16383243	16572240
"sp|O15078|CE290_HUMAN"	"HUMAN"	109324.45	289286.34	263949.28	290066.8	232661.88	133952.28	136909.84	81875.12	90456.695	94147.4	121952.17	107944.33	336889.97	198144.06
"sp|O15084|ANR28_HUMAN"	"HUMAN"	2876268.5	2622782.2	2684323.8	2851056	2449090	2641203.8	3061306.5	2795640.2	3028765.5	3119101.5	2393343.8	2792684.2	2821899.8	2751266.8
"sp|O15085|ARHGB_HUMAN"	"HUMAN"	0	0	44286.84	0	52908.543	0	50274.637	0	26148.533	0	0	0	0	0
"sp|O15091|MRPP3_HUMAN"	"HUMAN"	485966.84	313400.25	456126.25	489976.9	457316.9	441600.3	480575.47	471256.7	420246	448392.06	381465.06	413361.12	534631	410571.4
"sp|O15111|IKKA_HUMAN"	"HUMAN"	1030870.94	1022414.5	1186517.6	870085.2	1127492.8	1201678.5	1159434.6	523819.8	473958.44	607819.56	510606.8	641141.8	901950.7	457870.25
"sp|O15116|LSM1_HUMAN"	"HUMAN"	1558165	1446882	1398774.8	1511605.1	1214817.5	1524375.8	1483591	1399752.5	1720446	1606937.9	1419156.5	1616512.6	1588924.5	1567370.4
"sp|O15117|FYB1_HUMAN"	"HUMAN"	233308.6	351365.03	487563.56	350521.03	353526.84	441654.47	227588.94	244187.7	364095.75	287598.78	485734.53	497664.8	227943.02	488060.34
"sp|O15118|NPC1_HUMAN"	"HUMAN"	319300.88	376598.94	339592.78	411858.5	404419.94	376255.06	374122	398152.2	349270.44	442244.7	330668.6	368371.22	345712.75	384632.88
"sp|O15121|DEGS1_HUMAN"	"HUMAN"	1739855.5	1816364.6	1943577.9	1826316.8	1798413.2	1191150.8	1668391.6	1639927.1	1764683.1	1795541.8	1634119.5	1570975.5	1631366.4	1737754.4
"sp|O15126|SCAM1_HUMAN"	"HUMAN"	447254.5	145949.75	510901.75	478745.88	586080.9	536070.7	483428.5	215841.9	164319.4	129610	521377.97	478319.84	170504.28	586011.06
"sp|O15127|SCAM2_HUMAN"	"HUMAN"	393809.7	341391.53	376312.2	399114.3	344604.6	418210	394339.97	477280.3	400279.5	398554.62	393087.25	402459.56	405996.06	387456.88
"sp|O15143|ARC1B_HUMAN"	"HUMAN"	4849189	4538581	4654359	5064353.5	4536428.5	4766451.5	4766100.5	5098322.5	4888397	4813358.5	4822366.5	4763968	4854432.5	4774870
"sp|O15144|ARPC2_HUMAN"	"HUMAN"	2256135.8	2275435.8	2318236.5	2486919.5	2239373.2	2343473.5	2262754.5	2265603.2	2224020	2308782	2289614	2378496.8	2489773.2	2217255
"sp|O15145|ARPC3_HUMAN"	"HUMAN"	845065.7	764207.1	756056.9	677235.9	720382.8	630629.94	616403.4	908409.2	879644.5	960847.2	838363	837399.5	826889.6	811467.3
"sp|O15155|BET1_HUMAN"	"HUMAN"	59057.875	202568.81	242039.97	203224.22	210054	85387.52	69506.28	110691.13	95474.44	235222.97	70667.586	133449.31	245401.86	67716.87
"sp|O15156|ZBT7B_HUMAN"	"HUMAN"	0	0	0	0	0	0	32123.42	30483.898	26672.143	25786.45	35488.586	0	0	27435.598
"sp|O15160|RPAC1_HUMAN"	"HUMAN"	3500778	3980738	3482526.5	3840561.2	4255393.5	3501363	3486933	4407450.5	4953613	3706354.5	3646565.5	3740689	4140430	3763596.5
"sp|O15162|PLS1_HUMAN"	"HUMAN"	36854.56	39508.777	0	23842.582	78589.17	81415.83	78986.74	74518.69	46454.113	0	59391.562	37181.453	77818.58	0
"sp|O15164|TIF1A_HUMAN"	"HUMAN"	2017218	2097398.5	2045861.5	2111409.2	2098881	2141351.2	2136931	2272164.2	2256115.8	2532074.2	2038758.1	2169918.2	2286757.5	2180412.2
"sp|O15169|AXIN1_HUMAN"	"HUMAN"	0	42659.598	41765.76	48245.9	0	0	0	42038.293	53703.156	30589.102	33218.45	79244.44	77577.25	28873.055
"sp|O15173|PGRC2_HUMAN"	"HUMAN"	458336.38	289961.1	285213.6	444211.4	251777.25	431598.44	198752.2	199121.3	316500.06	346855.2	464996.2	382049.2	479410.34	392715.12
"sp|O15182|CETN3_HUMAN"	"HUMAN"	154888.14	186927.88	157112.5	177008.53	148469.05	227343.94	188465.34	190616.64	115693.21	146994.03	18672.975	123182.54	205749.7	144831.72
"sp|O15212|PFD6_HUMAN"	"HUMAN"	1570127.8	1536562.1	1492771.6	1642106	1418033.9	1463427	1476001.6	2044148.2	1770175.1	1822369.8	1610167.6	1557779.9	2087016	1819854.1
"sp|O15213|WDR46_HUMAN"	"HUMAN"	655137.4	779186.5	586157.6	838472.8	679352.44	771815.25	881957.7	1058806.2	890713	863137.94	773776.06	764599	818232.6	752465.9
"sp|O15226|NKRF_HUMAN"	"HUMAN"	2626006	3090830.5	2915852.8	3174040.8	2848147.5	2934856	3113528.2	3159240.2	3519725.2	3056823.5	2807580.2	3003872.5	2953014	2870460.2
"sp|O15228|GNPAT_HUMAN"	"HUMAN"	765847.9	710271.8	636728.06	985347.1	673169.75	791445.1	678149.3	757111.8	916643.9	717566.94	764061.1	806359.44	871223.4	757342.75
"sp|O15234|CASC3_HUMAN"	"HUMAN"	211782.25	231705.89	326591.06	170329.84	226314.23	186303.06	171484.28	422298.34	522885.56	443811.12	412744.97	328514.03	325142.47	417089.2
"sp|O15235|RT12_HUMAN"	"HUMAN"	274210.06	269287.47	290080.56	280121.12	305303.16	269897.12	324775.28	288017.03	302679.8	270923.2	330514.88	357159.4	310238.72	334986.25
"sp|O15243|OBRG_HUMAN"	"HUMAN"	0	34062.164	0	0	0	0	0	0	0	0	0	0	0	0
"sp|O15247|CLIC2_HUMAN"	"HUMAN"	3556120.2	3517028.5	3544782.2	3685647.8	3809405	4121718	3816550.8	4031075.5	4084780.5	3993012.5	4090033	4022050.2	3693244	3916404.2
"sp|O15258|RER1_HUMAN"	"HUMAN"	894653.75	1061319	998781.8	851175.2	986626.9	931242.94	853602.7	1343931	1026015.75	1092741.8	1147780.8	998759	993220.5	941292.1
"sp|O15260|SURF4_HUMAN"	"HUMAN"	535549.7	550186.4	420917.66	666594.1	530130.7	685583.25	572009.75	513308.3	523615.3	470605.88	434271.75	478380.78	597813.44	593422.8
"sp|O15269|SPTC1_HUMAN"	"HUMAN"	1519463.1	1605712.9	1341643.6	1719054.4	1232122.2	1692349.2	1675343	1684054.4	1741932.6	1705492.2	1705341.4	1369906.2	1547267.5	1559930.5
"sp|O15270|SPTC2_HUMAN"	"HUMAN"	559225.75	629707.8	593212.4	655634.75	602795.25	710613.25	554414.7	853617.4	731617	765306.75	566433.56	666461.06	779020	724425.4
"sp|O15287|FANCG_HUMAN"	"HUMAN"	31643.81	27912.11	77628.69	55330.402	38112.52	39484.91	0	25952.033	68385.1	43327.645	76272.875	45303.754	111417.234	0
"sp|O15294|OGT1_HUMAN"	"HUMAN"	3552033.5	3491897.8	3852476.5	3868615	3651982.8	4040847.5	3906527	4052307.2	3722900.2	3819666.5	3734883	3774399.8	3665343	3989222.8
"sp|O15305|PMM2_HUMAN"	"HUMAN"	866518.44	750610.56	779940.2	847449.1	790131.4	767223.7	747400.5	633440.6	868874.5	823678.4	889414.3	740711.9	878628.6	780192.7
"sp|O15318|RPC7_HUMAN"	"HUMAN"	258864.5	372461.12	186543	309451.2	342735.2	333557.62	226020.22	265191.4	325667.7	333983.44	397116.78	382615.75	356996	242077.94
"sp|O15347|HMGB3_HUMAN"	"HUMAN"	1319122.8	1604902	1327555.8	1487153	1388601.2	1374534.9	1394226	1441033.8	1073961.4	1477409.8	1479138.1	1377091.6	1524834.8	1589800.8
"sp|O15355|PPM1G_HUMAN"	"HUMAN"	7935623.5	7975096.5	7990960.5	7428390	7641294	7781248	7765241	8166177	8233964.5	7995540.5	7614646	7914358.5	7732967.5	7795938
"sp|O15357|SHIP2_HUMAN"	"HUMAN"	1028553.6	1101507	846308.94	1122403.2	1109499	962987.1	967262.5	746801.25	1300722.6	1120737.8	1126842.1	972159.7	796014.25	1087925.9
"sp|O15360|FANCA_HUMAN"	"HUMAN"	125247.39	127533.66	58916.76	75085.516	105423.52	76301.34	57352.617	38541.023	0	0	86951.17	144817.14	85200.8	85619.67
"sp|O15371|EIF3D_HUMAN"	"HUMAN"	5998474	7124511	7250518.5	7787693.5	6827019	7053436	7636239	10089036	6674176	9052084	5822704.5	7248866	6972007.5	8391938
"sp|O15372|EIF3H_HUMAN"	"HUMAN"	4739751	5128804.5	4570696	5069376	4950352	5215325	4514811.5	4823340	4960403	4847923.5	4687517.5	4346073	5031730	4805957.5
"sp|O15379|HDAC3_HUMAN"	"HUMAN"	755983.2	686019.6	836658.94	841015.6	619728.56	604016.7	738773.9	714869.8	746761.6	681371.94	705271.7	833003	721492.1	899875.5
"sp|O15381|NVL_HUMAN"	"HUMAN"	1734970.6	1759438.5	2055731.2	2010453.5	1721185.2	2004551.2	1835908	2302076	2592268	2338863.5	2335315.2	2019782.5	2324528.2	2267139.8
"sp|O15382|BCAT2_HUMAN"	"HUMAN"	2261415.5	2218894.2	2435427	2415214	2425765.8	2310515.8	2312712	2146358.2	2287820	2437042.5	2547769.5	2445763.5	2316678	2442407
"sp|O15392|BIRC5_HUMAN"	"HUMAN"	582366.2	524656	555502.9	474700.2	559562.1	486880.53	510559.56	510177.12	489537.7	615804.94	498746.56	490103	389436.88	392961.22
"sp|O15397|IPO8_HUMAN"	"HUMAN"	1672079.8	1914468	1960498.9	2144740.8	2132404.5	2272574	2089710.1	1914271.1	2141122	2245497.2	2374956.2	1869099	2326536	2007070
"sp|O15400|STX7_HUMAN"	"HUMAN"	314792.38	366693.4	308312.6	312839.47	243483.12	332928.38	350453.28	499380.22	514227.97	621218.75	409433.5	391500.06	419607.4	400949.4
"sp|O15439|MRP4_HUMAN"	"HUMAN"	1830359.9	1889652.5	1838185.1	1813163.1	1935843.5	1762145.6	1848735.8	1885163.9	1883914.8	2035707.5	1991429.9	1917543.8	2081172.1	1867775.5
"sp|O15446|RPA34_HUMAN"	"HUMAN"	1298839.4	1311774.5	1407878.4	1334812.9	1510103.8	1380888.2	1411360.9	1640174.6	1761927.6	1588317.6	1494233.6	1392555	1460696	1605475.2
"sp|O15460|P4HA2_HUMAN"	"HUMAN"	0	56493.7	66596.06	0	0	47827.97	53754.36	0	0	0	0	0	86654.65	0
"sp|O15479|MAGB2_HUMAN"	"HUMAN"	5580181.5	4983860	6113332.5	4969741	5377817	5283588	5021018.5	5447884	5671638.5	5532723	5141568	5308843	5156556	5340695
"sp|O15498|YKT6_HUMAN"	"HUMAN"	915500.9	880429.8	1056824.6	953578.5	980951.7	1083409.2	824510.06	827432.44	1025877.2	1056081.2	986939.9	972503.7	1049982.8	866782.9
"sp|O15504|NUP42_HUMAN"	"HUMAN"	439626.8	716285.75	459402.34	494722.28	546621.4	673654.56	507875.7	625042.6	701402.56	805539.6	793178.1	586208.7	560131.75	842424.56
"sp|O15511|ARPC5_HUMAN"	"HUMAN"	693175.8	762001.8	697250.9	672116.75	697361.1	695309.1	786127.2	460729.3	861372.4	710977.94	685728.06	662000.6	813548.3	493621.1
"sp|O15514|RPB4_HUMAN"	"HUMAN"	2825081.8	2992366.5	2940558.8	2490606.5	1972534.8	2607102	2810560.5	2912677	2733565.5	2110833	2165214	2238505.5	2493040	2040340.8
"sp|O15523|DDX3Y_HUMAN"	"HUMAN"	92779.63	157655.88	171999.22	141717.45	81693.516	144420.62	0	0	147992.61	111613.26	0	161065.7	189192.45	137722.1
"sp|O15525|MAFG_HUMAN"	"HUMAN"	0	85121.98	0	54599.875	84978.48	214047.11	93450.73	104000.35	120448.54	0	114431.08	0	114821.14	100373.31
"sp|O15530|PDPK1_HUMAN"	"HUMAN"	468713.28	457432.56	147507.45	519604.38	438164.8	429879.97	521305.78	304279.9	405701.75	408778.75	445463.56	308683.84	657782.25	565147.6
"sp|O15541|R113A_HUMAN"	"HUMAN"	952224.7	1020930	994487.8	1033652.56	1075582.4	1098037.4	1127207.5	977940.1	1025048.2	1138037.4	1049214.6	1092718.9	1042057.7	1105762.6
