"Protein"	"Organism"	"AA_1.Intensity"	"AA_2.Intensity"	"AA_3.Intensity"	"AA_4.Intensity"	"AB_1.Intensity"	"AB_2.Intensity"	"AB_3.Intensity"	"AB_4.Intensity"	"AG_1.Intensity"	"AG_2.Intensity"	"AG_3.Intensity"	"AG_4.Intensity"	"BA_1.Intensity"	"BA_2.Intensity"	"BA_3.Intensity"	"BA_4.Intensity"	"BB_1.Intensity"	"BB_2.Intensity"	"BB_3.Intensity"	"BB_4.Intensity"	"BG_1.Intensity"	"BG_2.Intensity"	"BG_3.Intensity"	"BG_4.Intensity"
"sp|O14526|FCHO1_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	0	0	0	0	22155534	8664955	0	0	0	4049785.2	0	21747288	13515857	11173936	3857418.2
"sp|O14530|TXND9_HUMAN"	"HUMAN"	730925250	707481340	501052640	494211500	604674700	704333500	710385660	606719900	757592600	666303100	524783970	572356400	700502100	502970000	632093600	487465820	673733250	663966800	665581440	644831500	454634400	491045860	597114750	675189700
"sp|O14545|TRAD1_HUMAN"	"HUMAN"	444422370	297804000	370429020	283983400	308355600	346941980	540858200	325982530	463935580	409235000	395817600	297868670	452010880	451267740	468357220	420760580	385793380	461264860	317545760	381377920	431658080	431384500	391056830	364108670
"sp|O14548|COX7R_HUMAN"	"HUMAN"	13547075	13797886	0	0	10190343	19495182	29726756	2916282.8	11681739	21704612	0	0	13692790	22945830	36760132	0	10505997	22079372	20827938	0	0	28800780	22454996	25390186
"sp|O14561|ACPM_HUMAN"	"HUMAN"	1472546400	1084041600	1404805800	1302092900	1569108600	1412275700	1336285000	1421869800	1399015400	1297011500	1539855900	1387573600	1907016800	1270172500	1368139000	1409455900	1012279900	990736640	1420571400	1387958900	1097864000	1238965000	1358739100	1248173000
"sp|O14562|UBFD1_HUMAN"	"HUMAN"	169989250	429410340	159242000	439853340	403870430	218452930	119648980	136629400	149331820	356466750	199009840	176551570	400226560	132335944	282299300	77491680	312851620	220846990	76616650	82365730	373131840	68859704	150938750	95948750
"sp|O14578|CTRO_HUMAN"	"HUMAN"	4561186	8666893	5529991.5	0	13442313	8535561	2066791	6173045	0	10537068	0	3950303.2	0	0	0	5330453.5	59194340	3684393.5	14022634	6539397	0	10235405	20090322	5530776.5
"sp|O14579|COPE_HUMAN"	"HUMAN"	967971600	720460740	1575429000	1142935300	1160106100	1625245800	1450406400	1118177200	912193100	1771254400	1437872400	1184868700	2238037500	1271239400	1490509000	1367365200	1362858600	1898852700	1363337600	1335864200	1016972700	1446426000	1386112800	1166505500
"sp|O14617|AP3D1_HUMAN"	"HUMAN"	234156480	205956140	120747520	112378670	220251620	265352960	195699950	169376110	140775280	219639090	189722940	145903000	278457300	295377250	228399550	153704640	252350940	193743970	83977760	156161060	150591020	165570750	228715120	129218860
"sp|O14618|CCS_HUMAN"	"HUMAN"	0	24839692	89001200	20845438	0	40497610	39223776	0	0	42598230	14745052	0	5907412	0	0	71795740	0	51488012	101791600	72949020	0	39603388	59670220	0
"sp|O14641|DVL2_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458225.38	0	0	7132558	0	0	0
"sp|O14646|CHD1_HUMAN"	"HUMAN"	333847000	307035900	279163620	221540620	281856640	227019330	286102370	155956770	363802560	184646580	219047490	391842880	326121820	305807260	282972200	209457760	273268900	253222770	178015820	271102240	334224220	273425900	232185460	175871250
"sp|O14647|CHD2_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6940565	0
"sp|O14653|GOSR2_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|O14656|TOR1A_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	2162839.5	0	0	0	0	0	0	0	0	0	20451162	0	0	0	0
"sp|O14657|TOR1B_HUMAN"	"HUMAN"	0	12723634	12424386	0	4132862.5	0	0	0	0	0	0	0	0	0	0	8164980	0	15610051	0	0	8510739	0	10953833	0
"sp|O14662|STX16_HUMAN"	"HUMAN"	373289540	0	334603100	0	294554900	0	0	0	218162200	366317920	0	0	218128750	154688720	9000756	165445620	148833490	3824043.8	4526960.5	0	102171120	185321700	183646220	0
"sp|O14672|ADA10_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|O14686|KMT2D_HUMAN"	"HUMAN"	0	1636239.6	3560283.5	0	1432980.6	1606301.9	4181619.2	1267924.9	1895281.6	1641247	3780313	4074352.5	121347840	26585904	3537475.5	3307671.2	0	72761570	6198497.5	4621646	74521336	88272670	4249100	3922976.2
"sp|O14730|RIOK3_HUMAN"	"HUMAN"	22131954	0	0	0	0	0	39975530	0	20214492	18641852	0	0	33287872	0	35392108	0	17785350	17956760	0	0	0	0	0	0
"sp|O14733|MP2K7_HUMAN"	"HUMAN"	14535001	25746560	7413173	0	87459960	66594064	0	0	23942240	0	0	0	36018184	0	0	0	94917890	0	0	0	16878370	56290900	0	0
"sp|O14734|ACOT8_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5446931	0
"sp|O14737|PDCD5_HUMAN"	"HUMAN"	2936213000	2758513200	2134883600	2166633700	2876478200	3546570800	2114926700	3197468700	3157492500	3476238000	1959160000	2150569500	4237093600	2871447000	2505607700	3756793600	3547722200	3206533400	3000724500	2200437800	3354109400	2292565800	2701656300	2707370000
"sp|O14744|ANM5_HUMAN"	"HUMAN"	3999614700	3666791700	3999784000	4125021700	3460306700	3966332400	3865309400	4307098600	3207255600	4071897300	4020404500	3666111500	4506641000	4353310700	4104407300	3984389600	3539510800	3635943200	4109261800	3773299500	3239337500	4296952300	4042122200	3282436400
"sp|O14745|NHRF1_HUMAN"	"HUMAN"	1056384600	716544450	707585660	776371840	1019585300	920651800	909970800	1020977600	980565760	791921660	769406660	694207000	991165100	1122057000	658341000	653801200	1133757400	1016493950	546707000	854345340	841525100	801459500	614884200	551916860
"sp|O14757|CHK1_HUMAN"	"HUMAN"	127357680	51467070	81459380	76085520	96682540	91930180	161403260	89744850	155978140	108237340	121712210	124722184	190841310	97189976	117248660	140681600	142503660	118870616	159957920	164733360	143653870	110567180	96410750	120932130
"sp|O14773|TPP1_HUMAN"	"HUMAN"	501337000	482002200	385261760	485003070	393812030	322086200	355683600	448917100	240527060	363818000	469156160	277481400	335667230	358133150	657503550	553043800	260653150	366418270	389258100	373751170	502325900	395711300	395752320	319248640
"sp|O14776|TCRG1_HUMAN"	"HUMAN"	2929395200	2441191200	2650535000	2342012200	2615648500	2298787800	2282270500	2460061200	2100464900	2373887200	2014590700	2553181400	2978495700	2537224700	3028881700	2587187000	2118759200	2235013600	2474326800	1738178200	2400662500	2570063600	2123702800	2161512400
"sp|O14777|NDC80_HUMAN"	"HUMAN"	362737180	435698880	499455800	235052700	401468640	319488740	531747040	236259700	299791870	406010050	272607400	214178350	380253630	455027400	243023090	228825170	281325760	314473540	263427490	345306660	240351060	227274190	151235440	205787550
"sp|O14787|TNPO2_HUMAN"	"HUMAN"	220123250	228784580	143141070	88941180	193757490	129499040	129999350	135828540	167750110	81982100	158209180	125304960	444339200	218648200	265765890	219396450	337965660	192458910	183413570	103964216	306907680	210159870	184247950	131301910
"sp|O14802|RPC1_HUMAN"	"HUMAN"	29440784	178829580	344349600	151641920	327221600	149317280	391038530	380888200	161050480	341838340	415627840	116854540	201227040	149102540	290458270	237927840	155991840	135459650	155605000	222128130	112883270	123347784	250936860	32411338
"sp|O14818|PSA7_HUMAN"	"HUMAN"	6645201000	6175106600	7326765600	7373582300	7168229000	7380516000	6714849000	7308745700	6824059400	7232589000	7301614000	7298974000	8486444000	7273727000	6416162300	7277777400	7186947000	7428088000	7057656000	6959461000	6971218000	6535685600	7348135400	6559700500
"sp|O14828|SCAM3_HUMAN"	"HUMAN"	314424200	342476220	585344100	438929500	484900500	331916900	490976160	1004521900	598776450	414025060	1149424400	1101121200	633444160	579585000	733700600	912485570	500009000	523187170	519482000	887508200	428861400	532437860	903514000	497164220
"sp|O14841|OPLA_HUMAN"	"HUMAN"	153887340	151258260	170293660	119188120	260655140	165815940	133170824	185394910	208259330	141301220	113714150	136580460	209763040	156075230	249559680	169753650	153161020	162266800	115021080	76975080	119839360	122879140	110090400	127405520
"sp|O14874|BCKD_HUMAN"	"HUMAN"	5614493	7255115.5	11350279	0	4071846.8	10208547	5317229.5	0	9842909	0	11157557	0	17326614	10917164	11367777	11867151	0	10076604	11991428	5795795	8030147	9227142	11467051	6320052
"sp|O14880|MGST3_HUMAN"	"HUMAN"	272731600	235355260	202191040	290571070	231131950	265159200	240849460	241762750	225586110	251601630	244661620	194847090	272248220	133987840	248499040	220899790	205751230	214525500	156392460	169524930	222802910	222803950	231246900	214994560
"sp|O14893|GEMI2_HUMAN"	"HUMAN"	20271218	0	36505716	17241630	25375366	27014300	38356096	20046822	2404408.5	19748264	7453353	28729706	30678352	12429572	28275416	32565528	26087170	17227018	43950224	0	6325188	33494902	24038998	12313492
"sp|O14908|GIPC1_HUMAN"	"HUMAN"	46517984	22264032	32287876	10798009	43726330	44866016	19357450	0	24945988	22704320	18216446	94540104	44955990	42755884	81352720	17988002	54101650	22899258	0	58430908	25350128	52413372	18141322	83856790
"sp|O14920|IKKB_HUMAN"	"HUMAN"	0	8519907	3061322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|O14925|TIM23_HUMAN"	"HUMAN"	128890616	107390056	157161340	131409260	139903140	167226480	111074024	164663890	124182456	140231460	116396980	116148770	216829970	142802000	9507648	0	196685140	149182990	137847340	0	112480220	35254976	147733310	0
"sp|O14929|HAT1_HUMAN"	"HUMAN"	2029400300	1629061000	1387506000	1323300400	1723294500	1728691500	1811015600	2166698500	1636686300	1793601000	1551039400	1959970700	2407233800	1765373200	1523492600	2037461500	1886959100	1572540800	1469088100	1359416000	1298223900	1737698000	1409400200	1686072400
"sp|O14949|QCR8_HUMAN"	"HUMAN"	67774520	211634200	59537496	194372220	71334150	195995710	186954200	197707070	207390820	185997150	192737600	188905230	162813060	199887330	198850670	206107180	209183100	204861980	207992800	193916290	78937020	195108540	199780720	189505860
"sp|O14950|ML12B_HUMAN"	"HUMAN"	1881676400	1433855000	1921733000	1667428600	1477844100	1851683600	1583074700	1643503200	1467668500	1901183100	1744873900	1446932100	2319560200	1934488300	1933204200	1696308400	1470017300	1928440600	1769337600	1600809000	1638606700	1865724000	1761909800	1545975800
"sp|O14957|QCR10_HUMAN"	"HUMAN"	23746138	7631346	103815120	28669496	30706816	0	0	2618951	6849759	42853344	0	0	51232570	58957276	69652370	52604372	53944876	66672052	0	31793804	51198880	69076210	0	37276796
"sp|O14964|HGS_HUMAN"	"HUMAN"	427238100	362964350	452865600	366928030	330703800	259832000	549028100	507617470	555732700	673511400	430403520	301650700	322005500	270015170	431414270	276478270	434314180	337113020	379595650	167120800	421423940	353837200	244250180	297482200
"sp|O14965|AURKA_HUMAN"	"HUMAN"	88673910	52705216	0	47978020	55697696	12659185	80387770	49677000	28718868	269368060	48814024	170623440	64545372	17019604	73793710	83085380	45347640	13255106	63074596	16031584	31734568	80720800	66042850	35504640
"sp|O14972|VP26C_HUMAN"	"HUMAN"	21771956	10158782	0	10842936	11386364	36869884	9106804	8286444	13713107	10834057	2321630.5	14685933	29023716	13957211	40825132	14117355	18030166	43406270	14028420	14538720	0	41857564	10904681	9361305
"sp|O14974|MYPT1_HUMAN"	"HUMAN"	509626660	618448450	574684700	734152700	712221100	655417150	885196900	339624900	525109280	604702400	428830080	272961820	382663600	664769100	541435260	647174600	326427040	503828100	609881340	629265600	211892430	820163200	809442370	470696640
"sp|O14976|GAK_HUMAN"	"HUMAN"	15124370	95448424	12319403	56550852	9195113	235602370	25949138	73144700	21333014	29180468	71333870	0	30355238	156219580	91660260	23603676	21292314	47835160	84096680	44836890	8618807	56174930	41219076	10193604
"sp|O14979|HNRDL_HUMAN"	"HUMAN"	4699059700	4686767000	5007504000	5199377400	5037470000	5240141300	4901072400	5160219000	4774454000	5217103000	5137484300	4951286000	5898137600	5093142500	5156432000	5325025000	5263756000	5299282400	5227762000	5023292000	4526489000	5331302000	5166590500	4717946000
"sp|O14980|XPO1_HUMAN"	"HUMAN"	9245654000	9493308000	11426774000	10174156000	10121960000	9113593000	10747510000	9015444000	10249425000	11184291000	10932356000	8971080000	13642676000	10400121000	11945235000	9947536000	10497225000	11216267000	9625927000	7402172000	9248157000	11635781000	9988810000	8891839000
"sp|O14981|BTAF1_HUMAN"	"HUMAN"	2309946.8	0	13557642	0	0	5226727.5	13650930	3989620.5	25516556	11883158	6889209	0	4769771	7142816.5	14223502	0	0	6648783	0	0	32961152	53363230	12036467	0
"sp|O15014|ZN609_HUMAN"	"HUMAN"	25597010	4626932	9659498	7678695	0	113400670	14936222	11916637	99292610	12301746	13144809	7457159.5	24981484	11027592	14953666	8836198	15078133	132496424	0	8209393	107570820	147809820	10817600	11652879
"sp|O15020|SPTN2_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28406328	0	0	0	65526430	0	0	0	0	0
"sp|O15027|SC16A_HUMAN"	"HUMAN"	269540220	177282350	122483510	153677980	183752430	94421350	214244720	199588640	226862820	107566856	105879630	204865970	450221570	161843330	276850200	103536520	215167150	189585140	280131600	128070750	423214750	178729100	204910100	277205300
"sp|O15031|PLXB2_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	0	0	0	0	5651618	0	0	0	0	0	0	0	0	0	0
"sp|O15042|SR140_HUMAN"	"HUMAN"	2001419300	1540086900	2768620000	1584842200	2595147800	2500764000	2758397700	1625650200	2709096000	2605696300	1749761000	1397727500	1998333300	2032655700	2711040000	1450683900	1980282900	1744400400	1784337000	1593572900	2107518600	2651496400	1447379600	1196411300
"sp|O15047|SET1A_HUMAN"	"HUMAN"	0	6347173.5	33628864	8755917	43064590	24590846	11521185	8741934	12708687	10412772	15862792	0	26839880	7700704	22310328	19840472	17660666	10632866	18906870	9871079	13031716	26905524	25704732	9810616
"sp|O15067|PUR4_HUMAN"	"HUMAN"	2884998700	2629749000	2948094200	2791937000	3140353000	2955318300	2998231000	2740350000	3145641000	3205921000	2777504000	3036580000	3028260600	2780888800	3206401500	2778684400	2968410000	2657894700	2821496000	2728069400	2682668300	2878636300	2744543700	2724423400
"sp|O15084|ANR28_HUMAN"	"HUMAN"	198722720	155454100	131301640	310188100	227326670	200908350	371541570	434131900	190367200	227765870	345601700	408306620	318554100	169484930	275804320	540476100	252076700	302692450	365682460	349264320	152501580	303817700	283155650	300900450
"sp|O15091|MRPP3_HUMAN"	"HUMAN"	0	5959870	8808330	6994682.5	0	0	7592840	5340135.5	0	6765895.5	7025178.5	5353496.5	0	0	9105792	7050986	3027854.8	9819386	0	8197222.5	5151865.5	12596630	5690593.5	9617822
"sp|O15111|IKKA_HUMAN"	"HUMAN"	515524160	614399040	0	0	578519740	6415748	0	0	0	618283650	0	0	482343840	616532860	5807095	6232447	621766660	3573286.5	5823843.5	0	4791152	6730660	10986420	0
"sp|O15116|LSM1_HUMAN"	"HUMAN"	322145340	203384750	319561380	366866180	357754750	366098340	280751420	316554800	193619970	344447970	260024030	382347970	536936900	324853220	343460160	377595140	360394600	327905440	289990140	368103360	211801010	353909860	331180930	183829010
"sp|O15117|FYB1_HUMAN"	"HUMAN"	18028152	19828996	0	0	18647058	0	10887864	14813006	0	17893280	28859416	0	11559872	13035631	18185390	15910547	19095300	17443928	16443687	20311696	24630082	15909370	19435062	16488224
"sp|O15118|NPC1_HUMAN"	"HUMAN"	0	0	0	0	0	17092016	0	2752503	13685071	0	0	20152036	0	0	17126040	24931812	0	0	0	2829906.5	0	17558530	12161451	0
"sp|O15126|SCAM1_HUMAN"	"HUMAN"	14699883	0	10030103	0	19500186	89984070	0	0	58557436	0	16598724	7965559	0	0	15251927	0	45664490	18646222	0	14207087	32362740	0	0	0
"sp|O15127|SCAM2_HUMAN"	"HUMAN"	97241680	18875264	132081520	23625042	13553964	94536400	151640380	84292140	143499090	107525730	109721496	112745750	97179976	102861496	0	100179910	118439450	124398136	0	105883790	141491780	123132020	33108370	109669460
"sp|O15143|ARC1B_HUMAN"	"HUMAN"	677741760	1084425600	1108895400	740991360	1121105700	1005106750	1164456800	798002500	730608830	984464260	876832700	842045440	810129800	958239900	985691840	853270460	518624740	728065500	903155260	681546050	890068200	758359550	965608060	742834560
"sp|O15144|ARPC2_HUMAN"	"HUMAN"	524933800	488639260	525964800	446480860	730628500	641167600	427524580	425095000	511516600	608861630	462623460	460285570	979379500	365815780	581813700	280348860	722463170	867563300	535751360	536770700	646009000	669486200	421752860	586678000
"sp|O15145|ARPC3_HUMAN"	"HUMAN"	374401660	359846140	368193600	216193520	355490940	292788100	422768600	458063940	340044200	357500540	208165920	263379710	546234750	311938500	325787550	312887200	23525414	69651384	212094050	290023680	290705540	267909780	223475620	554683700
"sp|O15155|BET1_HUMAN"	"HUMAN"	14628409	4959655	0	0	0	5880843	0	7400838.5	0	0	0	0	0	0	19916986	0	0	7391143	16326381	0	0	0	0	0
"sp|O15160|RPAC1_HUMAN"	"HUMAN"	1053737000	1152515200	1389951700	1438970200	1198595700	1041316030	1111880300	1533151000	1271619000	1228650900	1431287800	717669000	1228821600	1307490400	1171174300	1282721400	1048156700	1032940600	1367350100	1145648300	1310915700	1046168770	1222235100	1379612000
"sp|O15164|TIF1A_HUMAN"	"HUMAN"	89388136	87629610	52195576	89812216	118171430	90950230	96214190	95032230	117642456	47261332	41040096	167564050	149654240	93113470	118853380	183655000	80410420	106442980	28736980	179867300	123086220	55449040	164009520	392056030
"sp|O15173|PGRC2_HUMAN"	"HUMAN"	512199000	622305150	580709060	0	593989060	546078340	573555140	574526000	616876300	539769900	554563200	578600700	358986720	430060220	454699650	453448400	479471520	439955970	437501800	448114200	479475550	431111200	431684260	0
"sp|O15182|CETN3_HUMAN"	"HUMAN"	24062432	26803118	0	0	27911966	13672431	95448850	26800546	21745754	0	10479182	62039240	21594138	16753910	11424472	58982236	29147112	15310108	15650310	34586708	29840720	74738130	0	27554400
"sp|O15212|PFD6_HUMAN"	"HUMAN"	1757222000	2101151100	2047267000	1815456500	2299107000	1899838100	1903870600	1771500500	2103299200	2155206700	2081994900	1680382800	2017292200	2154501600	1762842600	1976728800	1373649200	2203644400	1827200500	1651564500	1593510400	2327777800	1833736300	1256299600
"sp|O15213|WDR46_HUMAN"	"HUMAN"	45430736	8686054	43902490	21961394	3941315.2	27202510	41271510	75788040	26863084	30854518	0	21912732	86745624	71304424	203553760	36168670	99000700	80419910	54680812	30280990	72208890	196646340	31297478	39034350
"sp|O15226|NKRF_HUMAN"	"HUMAN"	953438500	1603898600	676358800	638323800	878617400	928051460	1025507200	1234781200	905122050	1063449340	1050391230	980413100	1308508800	1130848500	954218800	763605570	1103821000	986547600	837390800	962486000	1056405000	867209100	840489900	711192500
"sp|O15228|GNPAT_HUMAN"	"HUMAN"	0	21319260	5571238.5	0	0	6971430.5	3049131.8	9493613	0	0	0	6126579.5	23264824	5150441.5	19369604	0	9403200	12119941	0	9585829	23524426	11587084	92033790	0
"sp|O15234|CASC3_HUMAN"	"HUMAN"	8853024	40445400	32923704	16038396	39207944	15306845	0	7374124.5	16205936	20803048	6425277	10049076	72181260	30939782	51272024	71906810	30568738	38190624	16348112	64759252	40042304	30615960	45992824	17084776
"sp|O15235|RT12_HUMAN"	"HUMAN"	124399470	154168350	87595280	124344930	159170180	156194300	190413490	147794290	87889110	145396740	236444420	84989704	196320770	158521040	138668400	149203200	171047940	114895030	157069900	9174808	0	151341700	146690300	152867630
"sp|O15247|CLIC2_HUMAN"	"HUMAN"	595344300	613461440	828405570	681056900	781674400	728783800	902021800	905681100	780410900	895004100	831838100	661135300	1080319000	489221060	895538050	820693500	756529540	595431200	563199200	868024060	671327500	778805440	788994400	656991400
"sp|O15258|RER1_HUMAN"	"HUMAN"	70691560	71108350	73150630	70947384	68053310	30206820	58606240	48109572	66307320	66115760	59058348	14507678	90018420	69625000	73417850	71234136	56950484	70433010	41219600	51882176	70153110	68433440	56273684	0
"sp|O15260|SURF4_HUMAN"	"HUMAN"	23676208	0	0	26031982	31163286	37693150	25733500	36827932	26891636	42879096	25993084	25728396	25896272	38589864	33082484	26150736	34228972	43567340	0	24870162	29244906	0	24564630	0
"sp|O15269|SPTC1_HUMAN"	"HUMAN"	177540060	235356200	245636400	38115236	201749180	184376600	273025200	21436126	260239620	289444100	226517820	122506890	222235410	232443650	242974260	25217894	43404868	61454316	44705260	0	62717910	224408600	85369464	113467570
"sp|O15270|SPTC2_HUMAN"	"HUMAN"	118020216	24469048	63230304	58621764	124847870	73240960	81654980	53446116	103960870	51214910	56926750	77981070	185866260	95895740	23453612	48311044	79413070	78817600	109877780	54119310	67210616	119249320	54875496	74456880
"sp|O15294|OGT1_HUMAN"	"HUMAN"	881522800	662044800	631950500	563084860	688147650	595321800	541376900	383458000	753413760	697455100	674271200	479739170	708913660	804369340	757448960	789615740	485964480	724987260	645581950	662831200	620711940	823030000	703111000	500315140
